Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.15CF_13, 2.083921E-005, -0.07109551, 2.083921E-005, -0.07109551, 0, 0
Line.15CF_1400, 7.282246E-006, -0.2147707, 7.282246E-006, -0.2147707, 0, 0
Line.15CF_1949, 2.575811E-006, -0.2143386, 2.575811E-006, -0.2143386, 0, 0
Line.15CF_430, 0.0002330512, -0.07096894, 0.0002330512, -0.07096894, 0, 0
Line.15FR_1153, 0.000154431, -0.07161561, 0.000154431, -0.07161561, 0, 0
Line.17CF_1137, -3.50222E-006, -0.0704594, -3.50222E-006, -0.0704594, 0, 0
Line.17CF_1138, 2.277596E-005, -0.07118326, 2.277596E-005, -0.07118326, 0, 0
Line.17CF_1139, 1.603863E-005, -0.2139536, 1.603863E-005, -0.2139536, 0, 0
Line.17CF_1141, 4.74398E-005, -0.0717767, 4.74398E-005, -0.0717767, 0, 0
Line.17CF_1147, -1.91472E-005, -0.2175379, -1.91472E-005, -0.2175379, 0, 0
Line.17CF_1195, 9.82519E-006, -0.07242572, 9.82519E-006, -0.07242572, 0, 0
Line.17CF_1268, 1.526422E-005, -0.2082021, 1.526422E-005, -0.2082021, 0, 0
Line.17CF_1304, 1.927784E-005, -0.2118145, 1.927784E-005, -0.2118145, 0, 0
Line.17CF_1360, -8.999291E-008, -0.07093363, -8.999291E-008, -0.07093363, 0, 0
Line.17CF_1367, -5.297749E-005, -0.2138688, -5.297749E-005, -0.2138688, 0, 0
Line.17CF_1431, 5.301129E-005, -0.2076385, 5.301129E-005, -0.2076385, 0, 0
Line.17CF_1499, 0.0002362915, -0.2191453, 0.0002362915, -0.2191453, 0, 0
Line.17CF_1533, 1.269761E-005, -0.2085627, 1.269761E-005, -0.2085627, 0, 0
Line.17CF_1690, 7.806869E-005, -0.2150727, 7.806869E-005, -0.2150727, 0, 0
Line.17CF_1726, 3.025556E-005, -0.06985508, 3.025556E-005, -0.06985508, 0, 0
Line.17CF_187, 0.0002039507, -0.2085638, 0.0002039507, -0.2085638, 0, 0
Line.17CF_188, 7.075303E-006, -0.137637, 7.075303E-006, -0.137637, 0, 0
Line.17CF_440, 2.688212E-005, -0.06884943, 2.688212E-005, -0.06884943, 0, 0
Line.17CF_603, 9.950931E-005, -0.07100619, 9.950931E-005, -0.07100619, 0, 0
Line.17CF_604, 0.0002832361, -0.2166834, 0.0002832361, -0.2166834, 0, 0
Line.17CS_1752, 39.58634, 39.36517, 39.58634, 39.36517, 0, 0
Line.17CS_1770, 37.82886, 37.61737, 37.82886, 37.61737, 0, 0
Line.17CS_621, 37.83311, 37.6231, 37.83311, 37.6231, 0, 0
Line.17DJ_18, 1.564387E-005, -0.2212674, 1.564387E-005, -0.2212674, 0, 0
Line.17RL_1738, 37.88985, 37.67792, 37.88985, 37.67792, 0, 0
Line.17RL_5213, 1.641675E-005, -0.2212531, 1.641675E-005, -0.2212531, 0, 0
Line.18CF_1004, 0.0002109226, -0.07209232, 0.0002109226, -0.07209232, 0, 0
Line.18CF_1005, 2.131077E-005, -0.0722749, 2.131077E-005, -0.0722749, 0, 0
Line.18CF_1020, 6.6777E-005, -0.2173007, 6.6777E-005, -0.2173007, 0, 0
Line.18CF_1037, 0.0001010868, -0.2149438, 0.0001010868, -0.2149438, 0, 0
Line.18CF_104, 0.0003610106, -0.2039461, 0.0003610106, -0.2039461, 0, 0
Line.18CF_106, 0.000955482, -0.2003035, 0.000955482, -0.2003035, 0, 0
Line.18CF_1068, 1.422436E-006, -0.07050147, 1.422436E-006, -0.07050147, 0, 0
Line.18CF_108, 0.0009420198, -0.2022252, 0.0009420198, -0.2022252, 0, 0
Line.18CF_109, 0.0004292018, -0.06817507, 0.0004292018, -0.06817507, 0, 0
Line.18CF_1124, 1.05464E-005, -0.07026611, 1.05464E-005, -0.07026611, 0, 0
Line.18CF_1332, 0.01251492, -0.1990141, 0.01251492, -0.1990141, 0, 0
Line.18CF_1396, 0.000334314, -0.2125014, 0.000334314, -0.2125014, 0, 0
Line.18CF_1402, 0.0007875088, -0.2142246, 0.0007875088, -0.2142246, 0, 0
Line.18CF_1454, 0.001156638, -0.2138613, 0.001156638, -0.2138613, 0, 0
Line.18CF_1470, 1.129289E-005, -0.07159389, 1.129289E-005, -0.07159389, 0, 0
Line.18CF_1555, 1.500774E-005, -0.06863717, 1.500774E-005, -0.06863717, 0, 0
Line.18CF_175, 4.740112E-005, -0.2126853, 4.740112E-005, -0.2126853, 0, 0
Line.18CF_176, 2.899767E-005, -0.2138665, 2.899767E-005, -0.2138665, 0, 0
Line.18CF_1813, 1.749155E-005, -0.2123632, 1.749155E-005, -0.2123632, 0, 0
Line.18CF_1867, 1.341065E-005, -0.2131645, 1.341065E-005, -0.2131645, 0, 0
Line.18CF_1890, 3.445476E-005, -0.2144323, 3.445476E-005, -0.2144323, 0, 0
Line.18CF_1927, 0.000452966, -0.2106791, 0.000452966, -0.2106791, 0, 0
Line.18CF_34, -3.132409E-006, -0.06851367, -3.132409E-006, -0.06851367, 0, 0
Line.18CF_344, 0.0003279028, -0.2147264, 0.0003279028, -0.2147264, 0, 0
Line.18CF_386, -4.458744E-006, -0.07270745, -4.458744E-006, -0.07270745, 0, 0
Line.18CF_42, 0.0001863114, -0.07030969, 0.0001863114, -0.07030969, 0, 0
Line.18CF_630, 0.0002876531, -0.1379554, 0.0002876531, -0.1379554, 0, 0
Line.18CF_65, 0.003307147, -0.2113103, 0.003307147, -0.2113103, 0, 0
Line.18CF_650, 7.875694E-005, -0.06820873, 7.875694E-005, -0.06820873, 0, 0
Line.18CF_73, 8.880301E-005, -0.2110183, 8.880301E-005, -0.2110183, 0, 0
Line.18CF_76, 0.0002686021, -0.211058, 0.0002686021, -0.211058, 0, 0
Line.18CF_853, 3.775147E-005, -0.2167067, 3.775147E-005, -0.2167067, 0, 0
Line.18CF_86, 6.907571E-005, -0.2137574, 6.907571E-005, -0.2137574, 0, 0
Line.18CF_88, 8.515809E-005, -0.2106819, 8.515809E-005, -0.2106819, 0, 0
Line.18CF_917, -4.390982E-006, -0.07156782, -4.390982E-006, -0.07156782, 0, 0
Line.18CF_941, -6.703188E-006, -0.06865026, -6.703188E-006, -0.06865026, 0, 0
Line.18CF_954, -2.262137E-006, -0.2149731, -2.262137E-006, -0.2149731, 0, 0
Line.18CS_1074, 0.05067006, -0.1644036, 0.05067006, -0.1644036, 0, 0
Line.18CS_123, 0.01122673, -0.2086728, 0.01122673, -0.2086728, 0, 0
Line.18CS_611, 0.006988992, -0.2080777, 0.006988992, -0.2080777, 0, 0
Line.18CS_79, 0.002113994, -0.2086401, 0.002113994, -0.2086401, 0, 0
Line.18CS_852, 32.10505, 31.88861, 32.10505, 31.88861, 0, 0
Line.18CS_904, -2.180214E-005, -0.06860885, -2.180214E-005, -0.06860885, 0, 0
Line.18CS_940, 25.27151, 25.05731, 25.27151, 25.05731, 0, 0
Line.18FR_1095, 0.0003650493, -0.06998172, 0.0003650493, -0.06998172, 0, 0
Line.18FR_342, 0.004960084, -0.2100818, 0.004960084, -0.2100818, 0, 0
Line.18FR_71, 0.004154679, -0.2129485, 0.004154679, -0.2129485, 0, 0
Line.18FR_74, 0.00424902, -0.2068789, 0.00424902, -0.2068789, 0, 0
Line.18FR_75, 0.0124394, -0.1990221, 0.0124394, -0.1990221, 0, 0
Line.18FR_77, 0.02340571, -0.1875534, 0.02340571, -0.1875534, 0, 0
Line.18FR_78, 6.271874E-005, -0.07032135, 6.271874E-005, -0.07032135, 0, 0
Line.18FR_81, 0.001311339, -0.06903897, 0.001311339, -0.06903897, 0, 0
Line.18FS_110, 0.001909479, -0.06677875, 0.001909479, -0.06677875, 0, 0
Line.18FS_197, 0.0005257063, -0.07178151, 0.0005257063, -0.07178151, 0, 0
Line.18FS_198, 0.0007095585, -0.0716131, 0.0007095585, -0.0716131, 0, 0
Line.18RL_1577, 32.76341, 32.5457, 32.76341, 32.5457, 0, 0
Line.18RL_1578, 25.13485, 24.92157, 25.13485, 24.92157, 0, 0
Line.23CF_1022, 8.788413E-006, -0.2209425, 8.788413E-006, -0.2209425, 0, 0
Line.23CF_1089, 4.219352E-006, -0.07245738, 4.219352E-006, -0.07245738, 0, 0
Line.23CF_1099, 2.438732E-005, -0.2150036, 2.438732E-005, -0.2150036, 0, 0
Line.23CF_1134, 0.0004207378, -0.2204734, 0.0004207378, -0.2204734, 0, 0
Line.23CF_115, 0.0008449045, -0.2202944, 0.0008449045, -0.2202944, 0, 0
Line.23CF_1220, 1.093045E-005, -0.07168029, 1.093045E-005, -0.07168029, 0, 0
Line.23CF_1221, 0.002417954, -0.2179264, 0.002417954, -0.2179264, 0, 0
Line.23CF_1222, 0.5458922, 0.3300015, 0.5458922, 0.3300015, 0, 0
Line.23CF_1234, 0.128135, -0.08917825, 0.128135, -0.08917825, 0, 0
Line.23CF_1288, 2.155049E-005, -0.2136186, 2.155049E-005, -0.2136186, 0, 0
Line.23CF_1313, 3.08838E-005, -0.2204519, 3.08838E-005, -0.2204519, 0, 0
Line.23CF_135, 3.363019E-005, -0.223562, 3.363019E-005, -0.223562, 0, 0
Line.23CF_1398, 0.0001380059, -0.2235234, 0.0001380059, -0.2235234, 0, 0
Line.23CF_143, 8.437987E-006, -0.07500672, 8.437987E-006, -0.07500672, 0, 0
Line.23CF_1469, 7.052883E-005, -0.2201247, 7.052883E-005, -0.2201247, 0, 0
Line.23CF_1492, 2.934611E-005, -0.07497057, 2.934611E-005, -0.07497057, 0, 0
Line.23CF_1661, 2.398029E-005, -0.2206828, 2.398029E-005, -0.2206828, 0, 0
Line.23CF_167, 1.383516E-005, -0.07338577, 1.383516E-005, -0.07338577, 0, 0
Line.23CF_1802, 2.795395E-006, -0.2235287, 2.795395E-006, -0.2235287, 0, 0
Line.23CF_23, -1.10396E-005, -0.2193468, -1.10396E-005, -0.2193468, 0, 0
Line.23CF_25, -2.812778E-006, -0.2219108, -2.812778E-006, -0.2219108, 0, 0
Line.23CF_26, 8.836715E-006, -0.07458202, 8.836715E-006, -0.07458202, 0, 0
Line.23CF_27, 5.074772E-006, -0.07459547, 5.074772E-006, -0.07459547, 0, 0
Line.23CF_29, 0.0002798476, -0.2207112, 0.0002798476, -0.2207112, 0, 0
Line.23CF_31, -1.1486E-005, -0.2207397, -1.1486E-005, -0.2207397, 0, 0
Line.23CF_423, 1.340574E-005, -0.07384858, 1.340574E-005, -0.07384858, 0, 0
Line.23CF_426, 7.820643E-006, -0.2210487, 7.820643E-006, -0.2210487, 0, 0
Line.23CF_44, 0.0001575965, -0.2194688, 0.0001575965, -0.2194688, 0, 0
Line.23CF_47, 0.0003335557, -0.2206462, 0.0003335557, -0.2206462, 0, 0
Line.23CF_662, 2.077132E-005, -0.2206926, 2.077132E-005, -0.2206926, 0, 0
Line.23CF_704, 3.436726E-006, -0.2203242, 3.436726E-006, -0.2203242, 0, 0
Line.23CF_705, -6.17443E-006, -0.220243, -6.17443E-006, -0.220243, 0, 0
Line.23CF_715, 1.264324E-005, -0.2208492, 1.264324E-005, -0.2208492, 0, 0
Line.23CF_726, 4.20857E-006, -0.07334036, 4.20857E-006, -0.07334036, 0, 0
Line.23CF_727, 1.519865E-005, -0.07173413, 1.519865E-005, -0.07173413, 0, 0
Line.23CF_733, 1.168851E-005, -0.07336855, 1.168851E-005, -0.07336855, 0, 0
Line.23CF_734, -6.258275E-006, -0.07330032, -6.258275E-006, -0.07330032, 0, 0
Line.23CF_746, 0.0001627211, -0.2209385, 0.0001627211, -0.2209385, 0, 0
Line.23CF_747, 1.178868E-005, -0.07173014, 1.178868E-005, -0.07173014, 0, 0
Line.23CF_751, -8.912549E-006, -0.2235811, -8.912549E-006, -0.2235811, 0, 0
Line.23CF_820, 0.0001973941, -0.2208716, 0.0001973941, -0.2208716, 0, 0
Line.23CF_832, 4.829303E-006, -0.07314067, 4.829303E-006, -0.07314067, 0, 0
Line.23CF_844, 0.02699082, -0.1931753, 0.02699082, -0.1931753, 0, 0
Line.23CS_1118, 22.36127, 22.1511, 22.36127, 22.1511, 0, 0
Line.23CS_1157, 0.001070602, -0.2200306, 0.001070602, -0.2200306, 0, 0
Line.23CS_1376, 0.003715567, -0.2172226, 0.003715567, -0.2172226, 0, 0
Line.23CS_35, 0.03463318, -0.1854655, 0.03463318, -0.1854655, 0, 0
Line.23CS_41, 0.5355794, 0.3144391, 0.5355794, 0.3144391, 0, 0
Line.23CS_433, 8.134724, 7.911027, 8.134724, 7.911027, 0, 0
Line.23CS_89, 0.5158861, 0.2947228, 0.5158861, 0.2947228, 0, 0
Line.23FR_124, 0.00126946, -0.2222927, 0.00126946, -0.2222927, 0, 0
Line.23FR_138, 7.548117E-005, -0.07490094, 7.548117E-005, -0.07490094, 0, 0
Line.23FR_21, 0.4023664, 0.1829166, 0.4023664, 0.1829166, 0, 0
Line.23FR_22, 0.5637144, 0.3442321, 0.5637144, 0.3442321, 0, 0
Line.23FR_36, 1.253052E-005, -0.07498425, 1.253052E-005, -0.07498425, 0, 0
Line.23FR_39, 0.02508661, -0.1950196, 0.02508661, -0.1950196, 0, 0
Line.23FR_45, 0.001076545, -0.07241704, 0.001076545, -0.07241704, 0, 0
Line.23FR_50, 0.0004142966, -0.2199946, 0.0004142966, -0.2199946, 0, 0
Line.23FR_54, 0.2356871, 0.01574079, 0.2356871, 0.01574079, 0, 0
Line.23FR_80, 3.102577E-005, -0.07385279, 3.102577E-005, -0.07385279, 0, 0
Line.23RL_425, 0.1722493, -0.04846336, 0.1722493, -0.04846336, 0, 0
Line.23RL_655, 0.3851429, 0.164498, 0.3851429, 0.164498, 0, 0
Line.23RL_83, 8.389795, 8.168982, 8.389795, 8.168982, 0, 0
Line.29CF_11, 4.518399E-005, -0.07275114, 4.518399E-005, -0.07275114, 0, 0
Line.29CF_1278, 3.664455E-005, -0.2161665, 3.664455E-005, -0.2161665, 0, 0
Line.29CF_1336, 0.01465631, -0.2023676, 0.01465631, -0.2023676, 0, 0
Line.29CF_14, -2.191892E-006, -0.07254364, -2.191892E-006, -0.07254364, 0, 0
Line.29CF_1550, 0.2229096, 0.00769335, 0.2229096, 0.00769335, 0, 0
Line.29CF_1589, 0.2171044, 0.002676684, 0.2171044, 0.002676684, 0, 0
Line.29CF_169, 0.0006846423, -0.2145314, 0.0006846423, -0.2145314, 0, 0
Line.29CF_17, 0.2615312, 0.04359914, 0.2615312, 0.04359914, 0, 0
Line.29CF_19, 2.859239E-005, -0.07246969, 2.859239E-005, -0.07246969, 0, 0
Line.29CF_4, 2.730266E-006, -0.07197613, 2.730266E-006, -0.07197613, 0, 0
Line.29CF_776, 0.5526113, 0.335388, 0.5526113, 0.335388, 0, 0
Line.29CF_8, 4.785768E-005, -0.2161442, 4.785768E-005, -0.2161442, 0, 0
Line.29CF_939, 4.923202E-005, -0.2171463, 4.923202E-005, -0.2171463, 0, 0
Line.29CF_963, 1.752909E-005, -0.2180028, 1.752909E-005, -0.2180028, 0, 0
Line.29CO_1259, -5.628004E-005, -0.2172579, -5.628004E-005, -0.2172579, 0, 0
Line.29CS_1000, 2.092507, 1.874467, 2.092507, 1.874467, 0, 0
Line.29CS_6, 0.4795936, 0.2634944, 0.4795936, 0.2634944, 0, 0
Line.29CS_754, 0.03345501, -0.183754, 0.03345501, -0.183754, 0, 0
Line.29FR_10, 0.02823048, -0.1868256, 0.02823048, -0.1868256, 0, 0
Line.29FR_15, 0.03332176, -0.1840769, 0.03332176, -0.1840769, 0, 0
Line.29FR_20, 0.0009555409, -0.2159064, 0.0009555409, -0.2159064, 0, 0
Line.29FR_5, 0.5529509, 0.3361144, 0.5529509, 0.3361144, 0, 0
Line.29FR_7, 0.0001555521, -0.2160532, 0.0001555521, -0.2160532, 0, 0
Line.2CF_1287, 0.006952864, -0.2164342, 0.006952864, -0.2164342, 0, 0
Line.2CF_1432, 6.217652E-005, -0.2233189, 6.217652E-005, -0.2233189, 0, 0
Line.2CF_1433, -1.144145E-005, -0.07447177, -1.144145E-005, -0.07447177, 0, 0
Line.2CF_166, -3.130665E-005, -0.2234792, -3.130665E-005, -0.2234792, 0, 0
Line.2CF_1698, -1.677599E-005, -0.2233892, -1.677599E-005, -0.2233892, 0, 0
Line.2CF_1843, -3.383266E-005, -0.2233932, -3.383266E-005, -0.2233932, 0, 0
Line.2CF_38, -2.898791E-005, -0.2235475, -2.898791E-005, -0.2235475, 0, 0
Line.2CF_821, 4.827791E-006, -0.2235164, 4.827791E-006, -0.2235164, 0, 0
Line.2CF_967, 3.326656E-005, -0.2234138, 3.326656E-005, -0.2234138, 0, 0
Line.2CS_1156, 0.010967, -0.2124828, 0.010967, -0.2124828, 0, 0
Line.5CF_1057, 1.032725E-005, -0.07291253, 1.032725E-005, -0.07291253, 0, 0
Line.5CF_1060, -2.201044E-005, -0.07286041, -2.201044E-005, -0.07286041, 0, 0
Line.5CF_1083, 0.1289027, -0.08972858, 0.1289027, -0.08972858, 0, 0
Line.5CF_1131, -1.105549E-005, -0.2198818, -1.105549E-005, -0.2198818, 0, 0
Line.5CF_1132, 3.153188E-005, -0.2198383, 3.153188E-005, -0.2198383, 0, 0
Line.5CF_1210, 0.009928315, -0.2085952, 0.009928315, -0.2085952, 0, 0
Line.5CF_1255, -6.475862E-006, -0.07280398, -6.475862E-006, -0.07280398, 0, 0
Line.5CF_1373, -1.797853E-005, -0.07334446, -1.797853E-005, -0.07334446, 0, 0
Line.5CF_1421, 0.0003399791, -0.2181615, 0.0003399791, -0.2181615, 0, 0
Line.5CF_1689, 0.0003986279, -0.2194713, 0.0003986279, -0.2194713, 0, 0
Line.5CF_1778, 0.0003386904, -0.2195067, 0.0003386904, -0.2195067, 0, 0
Line.5CF_700, -1.921265E-007, -0.07318695, -1.921265E-007, -0.07318695, 0, 0
Line.5CF_743, 0.0005125495, -0.07240628, 0.0005125495, -0.07240628, 0, 0
Line.5CF_991, 0.0001077901, -0.2187255, 0.0001077901, -0.2187255, 0, 0
Line.5CS_1297, 0.0003190788, -0.2195292, 0.0003190788, -0.2195292, 0, 0
Line.5CS_1582, 0.004930412, -0.2149149, 0.004930412, -0.2149149, 0, 0
Line.5CS_64, 0.0157277, -0.2032199, 0.0157277, -0.2032199, 0, 0
Line.5CS_811, -1.02573E-005, -0.07292562, -1.02573E-005, -0.07292562, 0, 0
Line.5FR_171, 0.004939703, -0.2148921, 0.004939703, -0.2148921, 0, 0
Line.5FR_56, 7.703013E-005, -0.07307546, 7.703013E-005, -0.07307546, 0, 0
Line.5FS_57, 0.002113004, -0.07085742, 0.002113004, -0.07085742, 0, 0
Line.SMT_10030, 0.0006257596, -0.6497883, 0.0006257596, -0.6497883, 0, 0
Line.SMT_10049, 0.0004244821, -77.80405, 0.0004244821, -77.80405, 0, 0
Line.SMT_1013, 0.0399792, -76.93871, 0.0399792, -76.93871, 0, 0
Line.SMT_10132, 6.254993E-005, -18.87265, 6.254993E-005, -18.87265, 0, 0
Line.SMT_10134, 0.0001270815, -39.06595, 0.0001270815, -39.06595, 0, 0
Line.SMT_10154, 2.461498E-005, -42.74057, 2.461498E-005, -42.74057, 0, 0
Line.SMT_10157, 4.392885E-006, -9.778908, 4.392885E-006, -9.778908, 0, 0
Line.SMT_1018, 0.0008739831, -23.15982, 0.0008739831, -23.15982, 0, 0
Line.SMT_10214, 1.500853, -53.76399, 1.500853, -53.76399, 0, 0
Line.SMT_10248, 5.613417E-006, -27.09271, 5.613417E-006, -27.09271, 0, 0
Line.SMT_1029, 2.635358E-005, -1.998916, 2.635358E-005, -1.998916, 0, 0
Line.SMT_10349, 0.004188351, -66.06188, 0.004188351, -66.06188, 0, 0
Line.SMT_10406, 0.008495984, -1.974026, 0.008495984, -1.974026, 0, 0
Line.SMT_10493, 0.00416656, -65.65678, 0.00416656, -65.65678, 0, 0
Line.SMT_10512, 0.008174861, -1.036328, 0.008174861, -1.036328, 0, 0
Line.SMT_10594, 0.0001894037, -57.56666, 0.0001894037, -57.56666, 0, 0
Line.SMT_10611, 0.000184108, -52.21627, 0.000184108, -52.21627, 0, 0
Line.SMT_10635, 3.716494, -56.28023, 3.716494, -56.28023, 0, 0
Line.SMT_10637, 16.5266, -49.55782, 16.5266, -49.55782, 0, 0
Line.SMT_10638, 19.0267, -57.07122, 19.0267, -57.07122, 0, 0
Line.SMT_10642, 17.62524, -52.83767, 17.62524, -52.83767, 0, 0
Line.SMT_10643, 0.001952956, -68.07298, 0.001952956, -68.07298, 0, 0
Line.SMT_10686, 1.662203E-006, -0.5703744, 1.662203E-006, -0.5703744, 0, 0
Line.SMT_10696, 1.266247, -69.95555, 1.266247, -69.95555, 0, 0
Line.SMT_10698, 1.219125, -67.29833, 1.219125, -67.29833, 0, 0
Line.SMT_10722, 0.0008598566, -55.17774, 0.0008598566, -55.17774, 0, 0
Line.SMT_1074, 1.335156, -21.68172, 1.335156, -21.68172, 0, 0
Line.SMT_1075, 4.71078E-006, -5.808443, 4.71078E-006, -5.808443, 0, 0
Line.SMT_10759, 41.29618, -50.85526, 41.29618, -50.85526, 0, 0
Line.SMT_10804, 1.375105, -76.03147, 1.375105, -76.03147, 0, 0
Line.SMT_10819, 2.060395E-005, -3.471951, 2.060395E-005, -3.471951, 0, 0
Line.SMT_10877, 0.000687946, -42.48213, 0.000687946, -42.48213, 0, 0
Line.SMT_10909, 0.0004794481, -20.74786, 0.0004794481, -20.74786, 0, 0
Line.SMT_10910, 0.0004264368, -18.14856, 0.0004264368, -18.14856, 0, 0
Line.SMT_10912, 0.0005958537, -26.66464, 0.0005958537, -26.66464, 0, 0
Line.SMT_10915, 0.0004355662, -19.80275, 0.0004355662, -19.80275, 0, 0
Line.SMT_10916, 0.0004871497, -21.41971, 0.0004871497, -21.41971, 0, 0
Line.SMT_10917, 0.1911431, -76.64312, 0.1911431, -76.64312, 0, 0
Line.SMT_10918, 0.6383689, -54.59075, 0.6383689, -54.59075, 0, 0
Line.SMT_10928, 3.583144, -54.27017, 3.583144, -54.27017, 0, 0
Line.SMT_10987, 0.006495304, -17.82071, 0.006495304, -17.82071, 0, 0
Line.SMT_11031, 0.985606, -4.976976, 0.985606, -4.976976, 0, 0
Line.SMT_11051, -5.34064E-006, -0.5876895, -5.34064E-006, -0.5876895, 0, 0
Line.SMT_11063, 0.0009018865, -37.63906, 0.0009018865, -37.63906, 0, 0
Line.SMT_1112, 0.002555055, -36.07689, 0.002555055, -36.07689, 0, 0
Line.SMT_11122, 0.3442973, -63.40763, 0.3442973, -63.40763, 0, 0
Line.SMT_1113, 0.003556005, -49.84478, 0.003556005, -49.84478, 0, 0
Line.SMT_1114, 0.00495645, -68.81912, 0.00495645, -68.81912, 0, 0
Line.SMT_11145, 0.002528682, -57.52499, 0.002528682, -57.52499, 0, 0
Line.SMT_11152, 0.0008082325, -38.77015, 0.0008082325, -38.77015, 0, 0
Line.SMT_1119, 0.0008118544, -22.06427, 0.0008118544, -22.06427, 0, 0
Line.SMT_1120, 0.0007965964, -21.38866, 0.0007965964, -21.38866, 0, 0
Line.SMT_11201, 0.0004716046, -41.0779, 0.0004716046, -41.0779, 0, 0
Line.SMT_11211, 0.0006106682, -40.34709, 0.0006106682, -40.34709, 0, 0
Line.SMT_11216, 4.227065, -63.45392, 4.227065, -63.45392, 0, 0
Line.SMT_11218, 0.2867254, -56.71424, 0.2867254, -56.71424, 0, 0
Line.SMT_11251, 0.0001097672, -30.64893, 0.0001097672, -30.64893, 0, 0
Line.SMT_11293, 1.59315E-006, -66.24977, 1.59315E-006, -66.24977, 0, 0
Line.SMT_11294, 3.924139E-006, -67.13596, 3.924139E-006, -67.13596, 0, 0
Line.SMT_11295, 1.082555E-005, -67.13594, 1.082555E-005, -67.13594, 0, 0
Line.SMT_11306, 2.401514E-005, -89.84129, 2.401514E-005, -89.84129, 0, 0
Line.SMT_11313, 66.83719, 78.27036, 66.83719, 78.27036, 0, 0
Line.SMT_11330, 1.182148, -65.32699, 1.182148, -65.32699, 0, 0
Line.SMT_11334, 0.003744868, -71.74712, 0.003744868, -71.74712, 0, 0
Line.SMT_11362, 0.3471848, -65.15067, 0.3471848, -65.15067, 0, 0
Line.SMT_11376, 3.904007E-005, -2.042974, 3.904007E-005, -2.042974, 0, 0
Line.SMT_11389, 1.995741, -62.67528, 1.995741, -62.67528, 0, 0
Line.SMT_11396, 7.059844, -77.18595, 7.059844, -77.18595, 0, 0
Line.SMT_11402, 8.38056, -91.60145, 8.38056, -91.60145, 0, 0
Line.SMT_11403, 6.792815, -74.28393, 6.792815, -74.28393, 0, 0
Line.SMT_11404, 0.005208391, -70.24348, 0.005208391, -70.24348, 0, 0
Line.SMT_11405, 7.156454, -75.8012, 7.156454, -75.8012, 0, 0
Line.SMT_11431, 1.794949E-005, -3.454747, 1.794949E-005, -3.454747, 0, 0
Line.SMT_11432, 0.0001587381, -68.6806, 0.0001587381, -68.6806, 0, 0
Line.SMT_11435, 0.001007693, -43.07055, 0.001007693, -43.07055, 0, 0
Line.SMT_11436, 0.001051945, -43.77372, 0.001051945, -43.77372, 0, 0
Line.SMT_11439, 0.0006453338, -26.19611, 0.0006453338, -26.19611, 0, 0
Line.SMT_11455, 3.307903E-007, -65.51184, 3.307903E-007, -65.51184, 0, 0
Line.SMT_11477, 3.606744, -73.45055, 3.606744, -73.45055, 0, 0
Line.SMT_11478, 0.00235838, -13.56645, 0.00235838, -13.56645, 0, 0
Line.SMT_11481, 0.7442082, -63.55906, 0.7442082, -63.55906, 0, 0
Line.SMT_11483, 0.009258573, -22.63789, 0.009258573, -22.63789, 0, 0
Line.SMT_11488, 1.817493E-005, -31.20466, 1.817493E-005, -31.20466, 0, 0
Line.SMT_11489, 10.54001, -38.44475, 10.54001, -38.44475, 0, 0
Line.SMT_11492, 0.02819008, -27.70618, 0.02819008, -27.70618, 0, 0
Line.SMT_11498, 0.08699248, -96.85312, 0.08699248, -96.85312, 0, 0
Line.SMT_11499, 0.003778954, -41.12907, 0.003778954, -41.12907, 0, 0
Line.SMT_11507, 0.001457254, -51.4755, 0.001457254, -51.4755, 0, 0
Line.SMT_11521, 14.10294, -156.349, 14.10294, -156.349, 0, 0
Line.SMT_11531, 0.6285413, -53.54864, 0.6285413, -53.54864, 0, 0
Line.SMT_11547, 5.187975, -16.94004, 5.187975, -16.94004, 0, 0
Line.SMT_11549, 0.0002328498, -32.97216, 0.0002328498, -32.97216, 0, 0
Line.SMT_11555, 0.8734866, -74.53938, 0.8734866, -74.53938, 0, 0
Line.SMT_11557, 0.01142562, -28.24519, 0.01142562, -28.24519, 0, 0
Line.SMT_11558, 0.002699344, -12.45573, 0.002699344, -12.45573, 0, 0
Line.SMT_11562, 9.096396, -33.18455, 9.096396, -33.18455, 0, 0
Line.SMT_11563, 0.187341, -68.00592, 0.187341, -68.00592, 0, 0
Line.SMT_11565, 0.9204023, -87.91795, 0.9204023, -87.91795, 0, 0
Line.SMT_11571, 0.004931182, -1.988647, 0.004931182, -1.988647, 0, 0
Line.SMT_11573, 0.3390973, -86.90241, 0.3390973, -86.90241, 0, 0
Line.SMT_11582, 0.0220345, -21.37897, 0.0220345, -21.37897, 0, 0
Line.SMT_11588, -1.932115E-006, -21.93395, -1.932115E-006, -21.93395, 0, 0
Line.SMT_11616, 3.969645, -58.04409, 3.969645, -58.04409, 0, 0
Line.SMT_11617, 5.502148, -60.88321, 5.502148, -60.88321, 0, 0
Line.SMT_11619, 5.350375, -59.21502, 5.350375, -59.21502, 0, 0
Line.SMT_11620, 5.249343, -58.13334, 5.249343, -58.13334, 0, 0
Line.SMT_11636, 0.008614955, -25.18011, 0.008614955, -25.18011, 0, 0
Line.SMT_11637, 0.9079614, -77.51399, 0.9079614, -77.51399, 0, 0
