Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.SMT_23033, 0.001966076, -40.89553, 0.001966076, -40.89553, 0, 0
Line.SMT_23035, 0.02148257, -63.67414, 0.02148257, -63.67414, 0, 0
Line.SMT_23036, 0.002741163, -59.3062, 0.002741163, -59.3062, 0, 0
Line.SMT_23037, 0.2591294, -44.79033, 0.2591294, -44.79033, 0, 0
Line.SMT_23038, 2.816419, -41.07081, 2.816419, -41.07081, 0, 0
Line.SMT_23039, 0.3591872, -62.25882, 0.3591872, -62.25882, 0, 0
Line.SMT_23043, 529.8477, 745.3972, 529.8477, 745.3972, 0, 0
Line.SMT_23044, 750.2907, 1055.454, 750.2907, 1055.454, 0, 0
Line.SMT_23045, 957.0745, 1346.422, 957.0745, 1346.422, 0, 0
Line.SMT_23047, -2.865495E-007, -29.77588, -2.865495E-007, -29.77588, 0, 0
Line.SMT_23048, 0.00420968, -24.50047, 0.00420968, -24.50047, 0, 0
Line.SMT_23084, 0.003864322, -74.89247, 0.003864322, -74.89247, 0, 0
Line.SMT_23085, 2.15312, -32.42158, 2.15312, -32.42158, 0, 0
Line.SMT_23086, 0.003499384, -70.53495, 0.003499384, -70.53495, 0, 0
Line.SMT_23087, 0.3705987, -62.25651, 0.3705987, -62.25651, 0, 0
Line.SMT_23088, 0.002991111, -62.40161, 0.002991111, -62.40161, 0, 0
Line.SMT_23090, 26.93042, -37.90893, 26.93042, -37.90893, 0, 0
Line.SMT_23092, 25.35412, -35.7804, 25.35412, -35.7804, 0, 0
Line.SMT_23094, 0.3759404, -68.91718, 0.3759404, -68.91718, 0, 0
Line.SMT_2310, -1.535268E-006, -17.88095, -1.535268E-006, -17.88095, 0, 0
Line.SMT_23135, 7.445667, -71.71967, 7.445667, -71.71967, 0, 0
Line.SMT_23136, 25.24898, -88.97097, 25.24898, -88.97097, 0, 0
Line.SMT_23139, 12.70181, -77.4947, 12.70181, -77.4947, 0, 0
Line.SMT_23140, 62.35638, -55.75115, 62.35638, -55.75115, 0, 0
Line.SMT_23141, 57.81906, -51.83136, 57.81906, -51.83136, 0, 0
Line.SMT_23143, 50.57708, -45.64551, 50.57708, -45.64551, 0, 0
Line.SMT_23144, 43.54865, -39.31911, 43.54865, -39.31911, 0, 0
Line.SMT_23145, 0.0001254577, -42.29983, 0.0001254577, -42.29983, 0, 0
Line.SMT_23146, 103.6825, 24.22099, 103.6825, 24.22099, 0, 0
Line.SMT_23186, 60.21965, -54.56624, 60.21965, -54.56624, 0, 0
Line.SMT_23187, 0.0001835396, -67.82187, 0.0001835396, -67.82187, 0, 0
Line.SMT_23188, 5.581551E-005, -58.52452, 5.581551E-005, -58.52452, 0, 0
Line.SMT_23189, 66.706, -60.74362, 66.706, -60.74362, 0, 0
Line.SMT_23190, 56.45825, 13.13553, 56.45825, 13.13553, 0, 0
Line.SMT_23191, 73.28128, -40.46946, 73.28128, -40.46946, 0, 0
Line.SMT_23192, 83.92165, -46.29648, 83.92165, -46.29648, 0, 0
Line.SMT_23193, 77.14946, -42.76912, 77.14946, -42.76912, 0, 0
Line.SMT_23194, 90.98285, -50.59035, 90.98285, -50.59035, 0, 0
Line.SMT_23195, 91.64854, -51.24941, 91.64854, -51.24941, 0, 0
Line.SMT_23240, 307.6007, 289.3662, 307.6007, 289.3662, 0, 0
Line.SMT_23241, 77.45614, -42.71578, 77.45614, -42.71578, 0, 0
Line.SMT_23242, 357.1272, 335.8008, 357.1272, 335.8008, 0, 0
Line.SMT_23244, 273.2793, 256.6819, 273.2793, 256.6819, 0, 0
Line.SMT_23246, 0.000613666, -25.90273, 0.000613666, -25.90273, 0, 0
Line.SMT_23248, 195.6441, 183.7983, 195.6441, 183.7983, 0, 0
Line.SMT_23249, 0.001247381, -23.02097, 0.001247381, -23.02097, 0, 0
Line.SMT_23251, 228.6869, 214.6224, 228.6869, 214.6224, 0, 0
Line.SMT_23341, 7.175931E-006, -27.21462, 7.175931E-006, -27.21462, 0, 0
Line.SMT_23342, 0.0008798075, -15.33647, 0.0008798075, -15.33647, 0, 0
Line.SMT_23358, 2.034023E-005, -56.69872, 2.034023E-005, -56.69872, 0, 0
Line.SMT_23359, 0.003568455, -71.50357, 0.003568455, -71.50357, 0, 0
Line.SMT_23360, 6.429698E-005, -49.93989, 6.429698E-005, -49.93989, 0, 0
Line.SMT_23361, 0.0001202869, -94.1861, 0.0001202869, -94.1861, 0, 0
Line.SMT_23362, 0.4694706, -10.7408, 0.4694706, -10.7408, 0, 0
Line.SMT_23363, 0.01668791, -42.78957, 0.01668791, -42.78957, 0, 0
Line.SMT_23364, -4.907821E-007, -36.08965, -4.907821E-007, -36.08965, 0, 0
Line.SMT_23409, 37.83506, -68.14459, 37.83506, -68.14459, 0, 0
Line.SMT_23423, 343.7446, 463.1208, 343.7446, 463.1208, 0, 0
Line.SMT_23463, 0.0002897898, -32.02158, 0.0002897898, -32.02158, 0, 0
Line.SMT_23475, 0.344828, -88.56534, 0.344828, -88.56534, 0, 0
Line.SMT_23477, 10.01272, -35.593, 10.01272, -35.593, 0, 0
Line.SMT_2351, 0.0002726627, -46.1665, 0.0002726627, -46.1665, 0, 0
Line.SMT_23528, 0.03162857, -42.93064, 0.03162857, -42.93064, 0, 0
Line.SMT_23529, 0.004687658, -33.69273, 0.004687658, -33.69273, 0, 0
Line.SMT_23531, 14.65606, -52.09424, 14.65606, -52.09424, 0, 0
Line.SMT_23534, 19.16001, -61.73192, 19.16001, -61.73192, 0, 0
Line.SMT_23552, 7.848425, -24.76473, 7.848425, -24.76473, 0, 0
Line.SMT_23553, 1.018158, -24.22278, 1.018158, -24.22278, 0, 0
Line.SMT_23593, 0.002947318, -69.97175, 0.002947318, -69.97175, 0, 0
Line.SMT_23594, 0.7374692, -66.53482, 0.7374692, -66.53482, 0, 0
Line.SMT_23595, 0.003008708, -69.97147, 0.003008708, -69.97147, 0, 0
Line.SMT_23597, 1.221441, -104.1801, 1.221441, -104.1801, 0, 0
Line.SMT_23598, 0.0002676632, -73.46094, 0.0002676632, -73.46094, 0, 0
Line.SMT_23601, 1.425869, -78.66544, 1.425869, -78.66544, 0, 0
Line.SMT_23602, 0.7317801, -62.05705, 0.7317801, -62.05705, 0, 0
Line.SMT_23603, 1.255912, -69.11499, 1.255912, -69.11499, 0, 0
Line.SMT_23617, 0.0004081377, -82.1959, 0.0004081377, -82.1959, 0, 0
Line.SMT_23619, 0.08358578, -1.988494, 0.08358578, -1.988494, 0, 0
Line.SMT_23656, 0.3002511, -48.6506, 0.3002511, -48.6506, 0, 0
Line.SMT_23657, 0.001605634, -67.83751, 0.001605634, -67.83751, 0, 0
Line.SMT_23659, 4.727159, -12.30079, 4.727159, -12.30079, 0, 0
Line.SMT_23660, 0.001276218, -14.6769, 0.001276218, -14.6769, 0, 0
Line.SMT_23662, 7.402582, -19.26735, 7.402582, -19.26735, 0, 0
Line.SMT_23663, 0.01293674, -32.80051, 0.01293674, -32.80051, 0, 0
Line.SMT_23671, 2.393583, -22.41597, 2.393583, -22.41597, 0, 0
Line.SMT_23676, 8.809752E-006, -13.07133, 8.809752E-006, -13.07133, 0, 0
Line.SMT_23680, 1.633629E-005, -23.8067, 1.633629E-005, -23.8067, 0, 0
Line.SMT_23681, 1.54041E-005, -22.26315, 1.54041E-005, -22.26315, 0, 0
Line.SMT_23682, 1.498906E-005, -21.24062, 1.498906E-005, -21.24062, 0, 0
Line.SMT_23715, 0.003382122, -48.08892, 0.003382122, -48.08892, 0, 0
Line.SMT_23718, 0.1743139, -90.00781, 0.1743139, -90.00781, 0, 0
Line.SMT_23719, 0.1730573, -89.09608, 0.1730573, -89.09608, 0, 0
Line.SMT_23720, 6.037139E-005, -69.35347, 6.037139E-005, -69.35347, 0, 0
Line.SMT_23723, 5.75545, -18.01592, 5.75545, -18.01592, 0, 0
Line.SMT_23725, 4.904309, -21.68772, 4.904309, -21.68772, 0, 0
Line.SMT_23726, 4.783679, -21.15606, 4.783679, -21.15606, 0, 0
Line.SMT_23727, 4.48947, -22.30519, 4.48947, -22.30519, 0, 0
Line.SMT_23729, 0.002092723, -79.99239, 0.002092723, -79.99239, 0, 0
Line.SMT_23730, 0.001594921, -60.87985, 0.001594921, -60.87985, 0, 0
Line.SMT_23731, 5.762423E-006, -9.880283, 5.762423E-006, -9.880283, 0, 0
Line.SMT_23783, 7.276334E-005, -29.86779, 7.276334E-005, -29.86779, 0, 0
Line.SMT_23784, 0.0006406774, -24.40313, 0.0006406774, -24.40313, 0, 0
Line.SMT_23785, 0.0003428589, -17.29405, 0.0003428589, -17.29405, 0, 0
Line.SMT_23786, 0.0161499, -65.53436, 0.0161499, -65.53436, 0, 0
Line.SMT_23787, 0.01763435, -71.09831, 0.01763435, -71.09831, 0, 0
Line.SMT_23788, 0.0006368443, -23.84307, 0.0006368443, -23.84307, 0, 0
Line.SMT_23789, 0.0004219396, -15.56161, 0.0004219396, -15.56161, 0, 0
Line.SMT_23790, 0.000572003, -20.77778, 0.000572003, -20.77778, 0, 0
Line.SMT_23791, 0.005124463, -20.91207, 0.005124463, -20.91207, 0, 0
Line.SMT_23792, 0.004318558, -17.52478, 0.004318558, -17.52478, 0, 0
Line.SMT_23793, 0.003531361, -14.26416, 0.003531361, -14.26416, 0, 0
Line.SMT_23794, 0.02562692, -25.2839, 0.02562692, -25.2839, 0, 0
Line.SMT_23795, 0.0002547919, -54.54032, 0.0002547919, -54.54032, 0, 0
Line.SMT_23796, 0.009810375, -75.39442, 0.009810375, -75.39442, 0, 0
Line.SMT_23799, 0.02390325, -84.02208, 0.02390325, -84.02208, 0, 0
Line.SMT_23800, 0.01427148, -63.08322, 0.01427148, -63.08322, 0, 0
Line.SMT_23802, 0.08401768, -52.19904, 0.08401768, -52.19904, 0, 0
Line.SMT_23804, 0.0003162537, -43.91713, 0.0003162537, -43.91713, 0, 0
Line.SMT_23818, 644.5596, 906.6481, 644.5596, 906.6481, 0, 0
Line.SMT_23819, 575.8877, 810.19, 575.8877, 810.19, 0, 0
Line.SMT_23820, 517.3961, 727.8885, 517.3961, 727.8885, 0, 0
Line.SMT_23821, 512.4851, 720.9681, 512.4851, 720.9681, 0, 0
Line.SMT_23822, 875.1651, 1231.163, 875.1651, 1231.163, 0, 0
Line.SMT_23823, 814.1192, 1145.401, 814.1192, 1145.401, 0, 0
Line.SMT_23824, 769.5672, 1082.764, 769.5672, 1082.764, 0, 0
Line.SMT_23825, 870.6901, 1225.07, 870.6901, 1225.07, 0, 0
Line.SMT_23826, 705.0087, 991.9062, 705.0087, 991.9062, 0, 0
Line.SMT_23827, 174.7126, 245.8184, 174.7126, 245.8184, 0, 0
Line.SMT_23828, 608.1, 855.5786, 608.1, 855.5786, 0, 0
Line.SMT_23860, 9.386581E-006, -2.551985, 9.386581E-006, -2.551985, 0, 0
Line.SMT_23868, 1.750476, -35.60296, 1.750476, -35.60296, 0, 0
Line.SMT_23869, 1.137588, -23.11937, 1.137588, -23.11937, 0, 0
Line.SMT_23871, 0.5632375, -35.52427, 0.5632375, -35.52427, 0, 0
Line.SMT_23872, 0.3276501, -23.77851, 0.3276501, -23.77851, 0, 0
Line.SMT_23873, 0.0002009395, -0.3640165, 0.0002009395, -0.3640165, 0, 0
Line.SMT_23874, 0.02755811, -13.54168, 0.02755811, -13.54168, 0, 0
Line.SMT_23877, 0.404967, -93.02441, 0.404967, -93.02441, 0, 0
Line.SMT_23878, 0.002226644, -5.528239, 0.002226644, -5.528239, 0, 0
Line.SMT_23881, 910.5849, 1280.877, 910.5849, 1280.877, 0, 0
Line.SMT_23941, 0.01686702, -10.52598, 0.01686702, -10.52598, 0, 0
Line.SMT_23942, 0.008566289, -19.00777, 0.008566289, -19.00777, 0, 0
Line.SMT_23948, 833.3218, 1172.207, 833.3218, 1172.207, 0, 0
Line.SMT_23949, 729.0941, 1025.578, 729.0941, 1025.578, 0, 0
Line.SMT_23965, 839.9994, 1182.091, 839.9994, 1182.091, 0, 0
Line.SMT_23966, 807.607, 1136.478, 807.607, 1136.478, 0, 0
Line.SMT_23968, 792.8634, 1115.673, 792.8634, 1115.673, 0, 0
Line.SMT_23974, 831.6531, 1170.032, 831.6531, 1170.032, 0, 0
Line.SMT_23975, 641.8504, 902.9824, 641.8504, 902.9824, 0, 0
Line.SMT_23976, 820.8316, 1154.768, 820.8316, 1154.768, 0, 0
Line.SMT_23977, 688.5775, 968.6867, 688.5775, 968.6867, 0, 0
Line.SMT_23978, 704.4703, 991.0229, 704.4703, 991.0229, 0, 0
Line.SMT_23979, 1053.506, 1481.992, 1053.506, 1481.992, 0, 0
Line.SMT_23980, 1092.174, 1536.337, 1092.174, 1536.337, 0, 0
Line.SMT_23981, 0.0003177734, -3.731893, 0.0003177734, -3.731893, 0, 0
Line.SMT_23982, 8.47488E-005, -0.9373675, 8.47488E-005, -0.9373675, 0, 0
Line.SMT_24000, -2.380846E-006, -25.95604, -2.380846E-006, -25.95604, 0, 0
Line.SMT_24004, 0.02482384, -44.16003, 0.02482384, -44.16003, 0, 0
Line.SMT_24006, 0.0002105915, -24.68797, 0.0002105915, -24.68797, 0, 0
Line.SMT_24007, 0.000246231, -28.42888, 0.000246231, -28.42888, 0, 0
Line.SMT_24009, 0.008128781, -42.73688, 0.008128781, -42.73688, 0, 0
Line.SMT_24010, 0.01340003, -70.20393, 0.01340003, -70.20393, 0, 0
Line.SMT_24011, 0.07587343, -28.29961, 0.07587343, -28.29961, 0, 0
Line.SMT_24033, 956.9082, 1346.044, 956.9082, 1346.044, 0, 0
Line.SMT_24034, 0.002205144, -36.42611, 0.002205144, -36.42611, 0, 0
Line.SMT_24035, 519.7703, 731.123, 519.7703, 731.123, 0, 0
Line.SMT_24036, 0.0001318393, -1.957511, 0.0001318393, -1.957511, 0, 0
Line.SMT_24037, 771.2434, 1084.867, 771.2434, 1084.867, 0, 0
Line.SMT_24038, 705.5871, 992.4884, 705.5871, 992.4884, 0, 0
Line.SMT_24039, 42.76877, 60.16329, 42.76877, 60.16329, 0, 0
Line.SMT_24082, 0.001055429, -15.42747, 0.001055429, -15.42747, 0, 0
Line.SMT_24083, 0.001178113, -17.21541, 0.001178113, -17.21541, 0, 0
Line.SMT_24089, 733.6761, 1032.217, 733.6761, 1032.217, 0, 0
Line.SMT_24090, 693.3849, 975.5091, 693.3849, 975.5091, 0, 0
Line.SMT_24091, -1.457144E-006, -4.846779, -1.457144E-006, -4.846779, 0, 0
Line.SMT_24093, 0.001139499, -6.651009, 0.001139499, -6.651009, 0, 0
Line.SMT_24095, 785.1517, 1104.589, 785.1517, 1104.589, 0, 0
Line.SMT_24096, 2.932585E-005, -0.1953577, 2.932585E-005, -0.1953577, 0, 0
Line.SMT_24099, 0.005529123, -32.08279, 0.005529123, -32.08279, 0, 0
Line.SMT_2412, 0.09685701, -22.93774, 0.09685701, -22.93774, 0, 0
Line.SMT_2413, 7.405295E-006, -40.6461, 7.405295E-006, -40.6461, 0, 0
Line.SMT_2414, 1.200517E-006, -24.14927, 1.200517E-006, -24.14927, 0, 0
Line.SMT_24158, 1048.218, 1474.598, 1048.218, 1474.598, 0, 0
Line.SMT_24159, 814.2624, 1145.555, 814.2624, 1145.555, 0, 0
Line.SMT_24160, 489.8078, 689.0649, 489.8078, 689.0649, 0, 0
Line.SMT_24161, 672.889, 946.6079, 672.889, 946.6079, 0, 0
Line.SMT_24162, 663.5085, 933.3923, 663.5085, 933.3923, 0, 0
Line.SMT_24163, 671.643, 944.8161, 671.643, 944.8161, 0, 0
Line.SMT_24164, 935.8296, 1316.646, 935.8296, 1316.646, 0, 0
Line.SMT_24165, 1112.371, 1565.04, 1112.371, 1565.04, 0, 0
Line.SMT_24166, 551.1595, 775.4291, 551.1595, 775.4291, 0, 0
Line.SMT_24167, 660.5796, 929.3555, 660.5796, 929.3555, 0, 0
Line.SMT_24168, 0.001035982, -2.232973, 0.001035982, -2.232973, 0, 0
Line.SMT_24169, 0.01695908, -57.35966, 0.01695908, -57.35966, 0, 0
Line.SMT_2419, 0.01163225, -62.31896, 0.01163225, -62.31896, 0, 0
Line.SMT_24228, 2.638563E-005, -1.522292, 2.638563E-005, -1.522292, 0, 0
Line.SMT_24229, 0.02806017, -20.96888, 0.02806017, -20.96888, 0, 0
Line.SMT_24230, 0.01202052, -18.63519, 0.01202052, -18.63519, 0, 0
Line.SMT_24264, 0.002969653, -30.48961, 0.002969653, -30.48961, 0, 0
Line.SMT_24281, 0.1357721, -47.55725, 0.1357721, -47.55725, 0, 0
Line.SMT_24291, 10.71572, -37.75966, 10.71572, -37.75966, 0, 0
Line.SMT_2455, 0.002677148, -15.41308, 0.002677148, -15.41308, 0, 0
Line.SMT_24703, 0.0001253561, -1.802023, 0.0001253561, -1.802023, 0, 0
Line.SMT_24735, 0.008158248, -45.85217, 0.008158248, -45.85217, 0, 0
Line.SMT_24746, 0.008960248, -80.96326, 0.008960248, -80.96326, 0, 0
Line.SMT_24747, 0.006430319, -57.56821, 0.006430319, -57.56821, 0, 0
Line.SMT_24766, 0.0005655574, -63.7449, 0.0005655574, -63.7449, 0, 0
Line.SMT_24767, 0.0004923728, -55.15692, 0.0004923728, -55.15692, 0, 0
Line.SMT_24772, 5.391274E-005, -47.5466, 5.391274E-005, -47.5466, 0, 0
Line.SMT_24773, 0.005454103, -10.37488, 0.005454103, -10.37488, 0, 0
Line.SMT_24783, 0.07971935, -31.82995, 0.07971935, -31.82995, 0, 0
Line.SMT_24784, 0.004538777, -32.47651, 0.004538777, -32.47651, 0, 0
Line.SMT_24789, 5.656082E-006, -0.7165439, 5.656082E-006, -0.7165439, 0, 0
Line.SMT_24790, 7.44919, -66.16759, 7.44919, -66.16759, 0, 0
Line.SMT_24830, 6.834717, -60.68522, 6.834717, -60.68522, 0, 0
Line.SMT_24831, 6.024324, -53.47049, 6.024324, -53.47049, 0, 0
Line.SMT_24832, 2.18312, -19.3724, 2.18312, -19.3724, 0, 0
Line.SMT_24833, 7.012496, -62.21093, 7.012496, -62.21093, 0, 0
Line.SMT_24834, 6.839519, -60.6528, 6.839519, -60.6528, 0, 0
Line.SMT_24835, 7.766652, -68.84639, 7.766652, -68.84639, 0, 0
Line.SMT_24836, 6.190802, -54.856, 6.190802, -54.856, 0, 0
Line.SMT_24837, 4.096331, -36.28664, 4.096331, -36.28664, 0, 0
Line.SMT_24838, 6.56438, -58.13203, 6.56438, -58.13203, 0, 0
Line.SMT_24894, 0.0001551724, -47.32318, 0.0001551724, -47.32318, 0, 0
Line.SMT_24896, 435.5019, 612.7191, 435.5019, 612.7191, 0, 0
Line.SMT_24897, 307.6169, 289.4468, 307.6169, 289.4468, 0, 0
Line.SMT_24899, 0.0001923526, -35.88537, 0.0001923526, -35.88537, 0, 0
Line.SMT_24904, 500.4149, 704.0394, 500.4149, 704.0394, 0, 0
Line.SMT_24905, 0.001021474, -18.11139, 0.001021474, -18.11139, 0, 0
Line.SMT_24907, 0.001076613, -18.91282, 0.001076613, -18.91282, 0, 0
Line.SMT_24908, 0.001296488, -22.53504, 0.001296488, -22.53504, 0, 0
Line.SMT_24909, 0.001647615, -28.25044, 0.001647615, -28.25044, 0, 0
Line.SMT_24910, 0.001086832, -18.39106, 0.001086832, -18.39106, 0, 0
Line.SMT_24911, 554.0517, 779.5126, 554.0517, 779.5126, 0, 0
Line.SMT_24912, 214.0622, 301.1672, 214.0622, 301.1672, 0, 0
Line.SMT_24913, 722.2227, 1016.091, 722.2227, 1016.091, 0, 0
Line.SMT_24914, 483.4511, 680.1522, 483.4511, 680.1522, 0, 0
Line.SMT_24915, 762.388, 1072.559, 762.388, 1072.559, 0, 0
Line.SMT_24916, 657.0111, 924.2756, 657.0111, 924.2756, 0, 0
Line.SMT_24917, 761.4378, 1071.159, 761.4378, 1071.159, 0, 0
Line.SMT_24918, 5.406176E-005, -0.9514655, 5.406176E-005, -0.9514655, 0, 0
Line.SMT_2498, 0.00888174, -70.40952, 0.00888174, -70.40952, 0, 0
Line.SMT_24986, 0.04523933, -14.6513, 0.04523933, -14.6513, 0, 0
Line.SMT_2499, 0.002003877, -15.63832, 0.002003877, -15.63832, 0, 0
Line.SMT_2500, 0.002326739, -18.04093, 0.002326739, -18.04093, 0, 0
Line.SMT_25001, 0.0002524907, -34.6009, 0.0002524907, -34.6009, 0, 0
Line.SMT_25032, 22.46375, -56.50086, 22.46375, -56.50086, 0, 0
Line.SMT_25033, 12.93, -32.51299, 12.93, -32.51299, 0, 0
Line.SMT_25034, 28.63649, -71.90837, 28.63649, -71.90837, 0, 0
Line.SMT_25035, 18.09931, -45.41831, 18.09931, -45.41831, 0, 0
Line.SMT_25036, 17.64058, -44.2554, 17.64058, -44.2554, 0, 0
Line.SMT_25037, 14.97545, -37.56019, 14.97545, -37.56019, 0, 0
Line.SMT_25038, 48.80488, -76.26194, 48.80488, -76.26194, 0, 0
Line.SMT_25199, 8.612561E-005, -20.15672, 8.612561E-005, -20.15672, 0, 0
Line.SMT_25200, 0.0001069112, -24.61214, 0.0001069112, -24.61214, 0, 0
Line.SMT_25201, 6.880717E-005, -15.52027, 6.880717E-005, -15.52027, 0, 0
Line.SMT_25202, 0.001113102, -25.19176, 0.001113102, -25.19176, 0, 0
Line.SMT_25203, 0.0001440557, -31.3176, 0.0001440557, -31.3176, 0, 0
Line.SMT_25211, 0.0009396736, -21.27007, 0.0009396736, -21.27007, 0, 0
Line.SMT_25212, 0.0003626543, -18.46536, 0.0003626543, -18.46536, 0, 0
Line.SMT_25213, 0.0004194209, -20.85828, 0.0004194209, -20.85828, 0, 0
Line.SMT_25214, 0.0005197108, -26.05623, 0.0005197108, -26.05623, 0, 0
Line.SMT_2522, 3.250076E-006, -11.75453, 3.250076E-006, -11.75453, 0, 0
Line.SMT_25227, 0.000131098, -19.64028, 0.000131098, -19.64028, 0, 0
Line.SMT_25228, 0.0001229819, -18.1265, 0.0001229819, -18.1265, 0, 0
Line.SMT_25229, 0.0001403502, -20.26852, 0.0001403502, -20.26852, 0, 0
Line.SMT_2523, 1.389061E-006, -17.87063, 1.389061E-006, -17.87063, 0, 0
Line.SMT_25230, 0.0001420154, -20.01356, 0.0001420154, -20.01356, 0, 0
Line.SMT_25231, 0.0001231976, -16.92001, 0.0001231976, -16.92001, 0, 0
Line.SMT_25233, 0.002106076, -11.70415, 0.002106076, -11.70415, 0, 0
Line.SMT_25336, 0.001019394, -12.28387, 0.001019394, -12.28387, 0, 0
Line.SMT_25337, 0.000282711, -40.94455, 0.000282711, -40.94455, 0, 0
Line.SMT_2538, 0.0005994537, -32.89899, 0.0005994537, -32.89899, 0, 0
Line.SMT_2539, 0.0001471767, -16.79809, 0.0001471767, -16.79809, 0, 0
Line.SMT_2550, 0.0005151987, -34.85717, 0.0005151987, -34.85717, 0, 0
Line.SMT_25535, 0.000780444, -0.4181249, 0.000780444, -0.4181249, 0, 0
Line.SMT_25536, 2.142907E-007, -15.37431, 2.142907E-007, -15.37431, 0, 0
Line.SMT_25537, 21.83632, -30.60801, 21.83632, -30.60801, 0, 0
Line.SMT_25538, 0.4351095, -59.84347, 0.4351095, -59.84347, 0, 0
Line.SMT_25539, 0.5650609, -92.98349, 0.5650609, -92.98349, 0, 0
Line.SMT_25540, 25.88759, -36.37564, 25.88759, -36.37564, 0, 0
Line.SMT_25541, 0.001358821, -38.79132, 0.001358821, -38.79132, 0, 0
Line.SMT_25542, 0.002183889, -66.98513, 0.002183889, -66.98513, 0, 0
Line.SMT_25543, 0.9090931, -1.426379, 0.9090931, -1.426379, 0, 0
Line.SMT_25544, 22.04302, -55.3926, 22.04302, -55.3926, 0, 0
Line.SMT_25545, 41.05915, 9.859775, 41.05915, 9.859775, 0, 0
Line.SMT_25569, 2.453214E-005, -25.26288, 2.453214E-005, -25.26288, 0, 0
Line.SMT_25570, 1.586033E-005, -17.15784, 1.586033E-005, -17.15784, 0, 0
Line.SMT_25571, 18.23217, -74.99432, 18.23217, -74.99432, 0, 0
Line.SMT_25572, 75.67726, 17.95649, 75.67726, 17.95649, 0, 0
Line.SMT_25573, 6.632564, -58.64223, 6.632564, -58.64223, 0, 0
Line.SMT_25574, 8.233226, -72.682, 8.233226, -72.682, 0, 0
Line.SMT_25575, 0.7704594, -2.72855, 0.7704594, -2.72855, 0, 0
Line.SMT_25576, 0.007234984, -99.66043, 0.007234984, -99.66043, 0, 0
Line.SMT_25577, 0.01766613, -85.6854, 0.01766613, -85.6854, 0, 0
Line.SMT_25578, 0.0002790391, -80.8538, 0.0002790391, -80.8538, 0, 0
Line.SMT_25580, 8.321225E-005, -24.13415, 8.321225E-005, -24.13415, 0, 0
Line.SMT_25581, 1.159119E-006, -24.60157, 1.159119E-006, -24.60157, 0, 0
Line.SMT_25582, 0.0001209432, -63.63784, 0.0001209432, -63.63784, 0, 0
Line.SMT_25583, 0.004379712, -74.6705, 0.004379712, -74.6705, 0, 0
Line.SMT_25584, 3.922249E-005, -58.34465, 3.922249E-005, -58.34465, 0, 0
Line.SMT_25585, 0.007250468, -75.71775, 0.007250468, -75.71775, 0, 0
Line.SMT_25586, 0.008533353, -87.92854, 0.008533353, -87.92854, 0, 0
Line.SMT_25587, 3.476043, -65.8665, 3.476043, -65.8665, 0, 0
Line.SMT_25588, 0.005426812, -52.62596, 0.005426812, -52.62596, 0, 0
Line.SMT_25589, 3.799519, -72.12425, 3.799519, -72.12425, 0, 0
Line.SMT_2559, -1.26983E-007, -10.28869, -1.26983E-007, -10.28869, 0, 0
Line.SMT_2560, -5.250283E-007, -5.478133, -5.250283E-007, -5.478133, 0, 0
Line.SMT_25608, 0.00503563, -83.45809, 0.00503563, -83.45809, 0, 0
Line.SMT_25609, 38.18752, -47.10523, 38.18752, -47.10523, 0, 0
Line.SMT_25610, 0.009072048, -67.04116, 0.009072048, -67.04116, 0, 0
Line.SMT_25611, 2.76223, -47.1573, 2.76223, -47.1573, 0, 0
Line.SMT_25612, 43.81451, -54.11337, 43.81451, -54.11337, 0, 0
Line.SMT_25613, 45.79405, -41.92616, 45.79405, -41.92616, 0, 0
Line.SMT_25614, 15.294, -45.78298, 15.294, -45.78298, 0, 0
Line.SMT_25615, 0.03393297, -49.20382, 0.03393297, -49.20382, 0, 0
Line.SMT_25616, 0.01070802, -175.0999, 0.01070802, -175.0999, 0, 0
Line.SMT_25617, 37.24145, -41.87536, 37.24145, -41.87536, 0, 0
Line.SMT_25618, 0.02120739, -62.72058, 0.02120739, -62.72058, 0, 0
Line.SMT_25619, 0.005301608, -20.06532, 0.005301608, -20.06532, 0, 0
Line.SMT_25620, 0.6643679, -0.7477289, 0.6643679, -0.7477289, 0, 0
Line.SMT_25636, 41.93387, -43.37862, 41.93387, -43.37862, 0, 0
Line.SMT_25637, 42.2751, -44.34733, 42.2751, -44.34733, 0, 0
Line.SMT_25638, 42.84802, -44.92994, 42.84802, -44.92994, 0, 0
Line.SMT_25639, 0.02804641, -63.37193, 0.02804641, -63.37193, 0, 0
Line.SMT_25640, 0.00155225, -51.16507, 0.00155225, -51.16507, 0, 0
Line.SMT_25641, 0.03276281, -74.08275, 0.03276281, -74.08275, 0, 0
Line.SMT_25642, 0.02766958, -80.63936, 0.02766958, -80.63936, 0, 0
Line.SMT_25643, 0.0002832809, -49.06028, 0.0002832809, -49.06028, 0, 0
Line.SMT_25644, 0.007689211, -59.35159, 0.007689211, -59.35159, 0, 0
Line.SMT_25645, 3.353546, -48.89082, 3.353546, -48.89082, 0, 0
Line.SMT_25646, 0.03976553, -26.97442, 0.03976553, -26.97442, 0, 0
Line.SMT_25647, 4.388176, -66.21656, 4.388176, -66.21656, 0, 0
Line.SMT_2573, 0.0002740136, -30.08005, 0.0002740136, -30.08005, 0, 0
