Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.13CF_1382, 4.158083E-006, -0.07101871, 4.158083E-006, -0.07101871, 0, 0
Line.13CF_1527, 1.614295E-005, -0.07105721, 1.614295E-005, -0.07105721, 0, 0
Line.13CF_1678, 2.017974E-005, -0.07044786, 2.017974E-005, -0.07044786, 0, 0
Line.13CF_1706, 4.555948E-006, -0.07048716, 4.555948E-006, -0.07048716, 0, 0
Line.13CF_1757, -1.287457E-005, -0.2126015, -1.287457E-005, -0.2126015, 0, 0
Line.13CF_1917, 6.43809E-006, -0.0710667, 6.43809E-006, -0.0710667, 0, 0
Line.13CF_364, 1.317616E-005, -0.07038363, 1.317616E-005, -0.07038363, 0, 0
Line.13CF_365, 2.482066E-005, -0.07038041, 2.482066E-005, -0.07038041, 0, 0
Line.13CS_1197, 7.280729E-006, -0.212585, 7.280729E-006, -0.212585, 0, 0
Line.13FR_367, 0.0001368982, -0.07025421, 0.0001368982, -0.07025421, 0, 0
Line.13FR_761, 0.0005466602, -0.07050117, 0.0005466602, -0.07050117, 0, 0
Line.19BP_370, 0.007804398, -0.2043921, 0.007804398, -0.2043921, 0, 0
Line.19CF_1034, 2.002974E-005, -0.07091804, 2.002974E-005, -0.07091804, 0, 0
Line.19CF_1067, -4.64545E-006, -0.0727198, -4.64545E-006, -0.0727198, 0, 0
Line.19CF_1069, 5.931636E-006, -0.07041264, 5.931636E-006, -0.07041264, 0, 0
Line.19CF_1070, 3.257856E-006, -0.07250741, 3.257856E-006, -0.07250741, 0, 0
Line.19CF_1084, 1.502339E-005, -0.07042582, 1.502339E-005, -0.07042582, 0, 0
Line.19CF_1098, -2.079271E-007, -0.07068186, -2.079271E-007, -0.07068186, 0, 0
Line.19CF_1123, 0.005313456, -0.207836, 0.005313456, -0.207836, 0, 0
Line.19CF_1208, 7.51991E-006, -0.07054711, 7.51991E-006, -0.07054711, 0, 0
Line.19CF_1275, 2.832163E-005, -0.2126474, 2.832163E-005, -0.2126474, 0, 0
Line.19CF_1312, 6.314609E-007, -0.07078778, 6.314609E-007, -0.07078778, 0, 0
Line.19CF_1335, 3.000619E-005, -0.07198773, 3.000619E-005, -0.07198773, 0, 0
Line.19CF_1353, 2.931566E-006, -0.07041122, 2.931566E-006, -0.07041122, 0, 0
Line.19CF_1394, 1.034942E-005, -0.07146181, 1.034942E-005, -0.07146181, 0, 0
Line.19CF_1413, 3.317497E-005, -0.2124535, 3.317497E-005, -0.2124535, 0, 0
Line.19CF_1522, 1.426181E-005, -0.2121377, 1.426181E-005, -0.2121377, 0, 0
Line.19CF_1650, 5.108748E-005, -0.2176575, 5.108748E-005, -0.2176575, 0, 0
Line.19CF_1703, 6.448875E-006, -0.07210791, 6.448875E-006, -0.07210791, 0, 0
Line.19CF_1704, -5.903537E-006, -0.07212832, -5.903537E-006, -0.07212832, 0, 0
Line.19CF_1825, 0.0006818666, -0.2124835, 0.0006818666, -0.2124835, 0, 0
Line.19CF_1847, -1.99937E-005, -0.2168123, -1.99937E-005, -0.2168123, 0, 0
Line.19CF_1848, 3.774088E-006, -0.07036626, 3.774088E-006, -0.07036626, 0, 0
Line.19CF_1907, 0.001529837, -0.213376, 0.001529837, -0.213376, 0, 0
Line.19CF_221, 1.806521E-005, -0.07100161, 1.806521E-005, -0.07100161, 0, 0
Line.19CF_251, 0.0001095652, -0.1427424, 0.0001095652, -0.1427424, 0, 0
Line.19CF_285, -5.929158E-006, -0.07213274, -5.929158E-006, -0.07213274, 0, 0
Line.19CF_286, 9.416714E-005, -0.2128782, 9.416714E-005, -0.2128782, 0, 0
Line.19CF_371, 5.060962E-005, -0.2121713, 5.060962E-005, -0.2121713, 0, 0
Line.19CF_800, 0.0002254851, -0.07009932, 0.0002254851, -0.07009932, 0, 0
Line.19CF_818, 8.679934E-005, -0.07195736, 8.679934E-005, -0.07195736, 0, 0
Line.19CF_855, 1.789026E-005, -0.07099631, 1.789026E-005, -0.07099631, 0, 0
Line.19CF_898, 5.887997E-005, -0.07110419, 5.887997E-005, -0.07110419, 0, 0
Line.19CF_934, -1.027051E-005, -0.07100296, -1.027051E-005, -0.07100296, 0, 0
Line.19CF_949, 2.194531E-006, -0.2123492, 2.194531E-006, -0.2123492, 0, 0
Line.19CF_970, 0.0003546981, -0.2126222, 0.0003546981, -0.2126222, 0, 0
Line.19CF_976, 1.782465E-005, -0.2121716, 1.782465E-005, -0.2121716, 0, 0
Line.19CF_9999, 0.0008314469, -0.2113537, 0.0008314469, -0.2113537, 0, 0
Line.19CS_1250, 0.03166628, -0.1809907, 0.03166628, -0.1809907, 0, 0
Line.19CS_288, 0.06600268, -0.1468569, 0.06600268, -0.1468569, 0, 0
Line.19CS_32, 0.01517108, -0.1979865, 0.01517108, -0.1979865, 0, 0
Line.19CS_850, 0.367544, 0.151155, 0.367544, 0.151155, 0, 0
Line.19FR_1709, 0.003258575, -0.2129213, 0.003258575, -0.2129213, 0, 0
Line.19FR_250, 0.0002045592, -0.07249828, 0.0002045592, -0.07249828, 0, 0
Line.19FR_363, 0.001631618, -0.1376403, 0.001631618, -0.1376403, 0, 0
Line.19FR_801, 0.03166699, -0.1809769, 0.03166699, -0.1809769, 0, 0
Line.19FR_861, 0.0007525174, -0.2114206, 0.0007525174, -0.2114206, 0, 0
Line.21CF_1050, 2.161167E-006, -0.2160602, 2.161167E-006, -0.2160602, 0, 0
Line.21CF_1053, -1.94875E-005, -0.215709, -1.94875E-005, -0.215709, 0, 0
Line.21CF_1064, 0.0004155727, -0.2137804, 0.0004155727, -0.2137804, 0, 0
Line.21CF_1088, 1.064224E-005, -0.07214676, 1.064224E-005, -0.07214676, 0, 0
Line.21CF_1114, 0.0006872348, -0.2146554, 0.0006872348, -0.2146554, 0, 0
Line.21CF_1121, 0.0005293894, -0.2155851, 0.0005293894, -0.2155851, 0, 0
Line.21CF_1200, 6.75901E-005, -0.07198831, 6.75901E-005, -0.07198831, 0, 0
Line.21CF_1207, 7.775674E-005, -0.2163974, 7.775674E-005, -0.2163974, 0, 0
Line.21CF_1258, 2.289914E-005, -0.07157852, 2.289914E-005, -0.07157852, 0, 0
Line.21CF_1276, 1.269148E-005, -0.2159818, 1.269148E-005, -0.2159818, 0, 0
Line.21CF_1355, 1.102844E-005, -0.07248649, 1.102844E-005, -0.07248649, 0, 0
Line.21CF_1371, 5.844223E-006, -0.2160179, 5.844223E-006, -0.2160179, 0, 0
Line.21CF_1393, 5.219987E-006, -0.2139929, 5.219987E-006, -0.2139929, 0, 0
Line.21CF_1414, 1.539923E-006, -0.07203041, 1.539923E-006, -0.07203041, 0, 0
Line.21CF_1524, 7.352169E-005, -0.2158224, 7.352169E-005, -0.2158224, 0, 0
Line.21CF_1529, 3.522674E-007, -0.07148031, 3.522674E-007, -0.07148031, 0, 0
Line.21CF_1541, -3.65694E-005, -0.07261494, -3.65694E-005, -0.07261494, 0, 0
Line.21CF_1549, 6.349361E-005, -0.2153648, 6.349361E-005, -0.2153648, 0, 0
Line.21CF_1715, 9.645776E-005, -0.2168633, 9.645776E-005, -0.2168633, 0, 0
Line.21CF_1724, 5.083066E-005, -0.2154341, 5.083066E-005, -0.2154341, 0, 0
Line.21CF_1774, -2.663779E-006, -0.2161822, -2.663779E-006, -0.2161822, 0, 0
Line.21CF_1817, 4.873402E-006, -0.07232037, 4.873402E-006, -0.07232037, 0, 0
Line.21CF_279, -5.367002E-005, -0.2146756, -5.367002E-005, -0.2146756, 0, 0
Line.21CF_407, 0.0001211583, -0.2146929, 0.0001211583, -0.2146929, 0, 0
Line.21CF_539, -4.837749E-006, -0.07226807, -4.837749E-006, -0.07226807, 0, 0
Line.21CF_649, 0.001518849, -0.2134643, 0.001518849, -0.2134643, 0, 0
Line.21CF_669, -1.906872E-006, -0.1420353, -1.906872E-006, -0.1420353, 0, 0
Line.21CF_703, -4.648005E-006, -0.0723846, -4.648005E-006, -0.0723846, 0, 0
Line.21CF_756, 8.370562E-006, -0.2155629, 8.370562E-006, -0.2155629, 0, 0
Line.21CF_785, -3.129149E-005, -0.2151154, -3.129149E-005, -0.2151154, 0, 0
Line.21CF_787, -6.536179E-006, -0.2164236, -6.536179E-006, -0.2164236, 0, 0
Line.21CF_789, 4.737017E-006, -0.07226047, 4.737017E-006, -0.07226047, 0, 0
Line.21CF_854, 2.235968E-005, -0.1405797, 2.235968E-005, -0.1405797, 0, 0
Line.21CF_857, 0.0001295888, -0.2141047, 0.0001295888, -0.2141047, 0, 0
Line.21CF_858, 7.394962E-005, -0.2145418, 7.394962E-005, -0.2145418, 0, 0
Line.21CF_859, -1.05021E-005, -0.2149281, -1.05021E-005, -0.2149281, 0, 0
Line.21CF_979, 9.417864E-006, -0.2144848, 9.417864E-006, -0.2144848, 0, 0
Line.21CS_1397, 0.6331207, 0.4177431, 0.6331207, 0.4177431, 0, 0
Line.21CS_1530, 0.9470345, 0.7305158, 0.9470345, 0.7305158, 0, 0
Line.21CS_1648, 0.8386049, 0.6228252, 0.8386049, 0.6228252, 0, 0
Line.21CS_555, 0.4445987, 0.230215, 0.4445987, 0.230215, 0, 0
Line.21CS_720, 0.5516274, 0.3364839, 0.5516274, 0.3364839, 0, 0
Line.21CS_728, 0.001056033, -0.2146895, 0.001056033, -0.2146895, 0, 0
Line.21FR_1033, -4.08837E-006, -0.2165696, -4.08837E-006, -0.2165696, 0, 0
Line.21FR_233, 0.000710535, -0.2147486, 0.000710535, -0.2147486, 0, 0
Line.21FR_238, 0.001400541, -0.2157588, 0.001400541, -0.2157588, 0, 0
Line.21FR_841, 0.004686292, -0.2131575, 0.004686292, -0.2131575, 0, 0
Line.21FR_856, 0.005459395, -0.2103202, 0.005459395, -0.2103202, 0, 0
Line.21RL_1415, 0.455729, 0.2411885, 0.455729, 0.2411885, 0, 0
Line.21RL_1591, -6.974433E-006, -0.2165712, -6.974433E-006, -0.2165712, 0, 0
Line.21RL_237, 1.003374, 0.7867405, 1.003374, 0.7867405, 0, 0
Line.21SA_579, 0.0008811267, -0.2156983, 0.0008811267, -0.2156983, 0, 0
Line.33CF_1115, -3.088863E-006, -0.07091497, -3.088863E-006, -0.07091497, 0, 0
Line.33CF_1488, 1.382047E-005, -0.07078762, 1.382047E-005, -0.07078762, 0, 0
Line.33CF_1489, 7.388401E-006, -0.07083034, 7.388401E-006, -0.07083034, 0, 0
Line.33CF_1490, 2.378749E-005, -0.07091045, 2.378749E-005, -0.07091045, 0, 0
Line.33CF_1596, 7.392089E-006, -0.07072992, 7.392089E-006, -0.07072992, 0, 0
Line.33CF_1759, 4.580774E-006, -0.07096357, 4.580774E-006, -0.07096357, 0, 0
Line.33CF_1769, 0.009820358, -0.2024096, 0.009820358, -0.2024096, 0, 0
Line.33CF_1810, 0.000695377, -0.2113687, 0.000695377, -0.2113687, 0, 0
Line.33CF_1884, 0.0003645727, -0.07030652, 0.0003645727, -0.07030652, 0, 0
Line.33CF_1885, 0.0001181585, -0.07052061, 0.0001181585, -0.07052061, 0, 0
Line.33CF_1886, -1.151057E-005, -0.07068299, -1.151057E-005, -0.07068299, 0, 0
Line.33CF_1916, 0.001604813, -0.2106014, 0.001604813, -0.2106014, 0, 0
Line.33CF_382, 0.0004941853, -0.0702551, 0.0004941853, -0.0702551, 0, 0
Line.33CF_749, -1.617555E-005, -0.0706553, -1.617555E-005, -0.0706553, 0, 0
Line.33CF_935, 0.001940573, -0.2102108, 0.001940573, -0.2102108, 0, 0
Line.33FR_1463, 0.0004278863, -0.2119777, 0.0004278863, -0.2119777, 0, 0
Line.33FR_383, 0.02177232, -0.1906452, 0.02177232, -0.1906452, 0, 0
Line.33FS_381, 0.007464741, -0.06331786, 0.007464741, -0.06331786, 0, 0
Line.3CF_1013, 0.0009262242, -0.2124508, 0.0009262242, -0.2124508, 0, 0
Line.3CF_1015, 2.756731E-005, -0.2126337, 2.756731E-005, -0.2126337, 0, 0
Line.3CF_1209, 1.884461E-005, -0.2126035, 1.884461E-005, -0.2126035, 0, 0
Line.3CF_1281, -2.821464E-005, -0.2136374, -2.821464E-005, -0.2136374, 0, 0
Line.3CF_1282, 3.164563E-005, -0.2135999, 3.164563E-005, -0.2135999, 0, 0
Line.3CF_1283, 1.31329E-005, -0.07138352, 1.31329E-005, -0.07138352, 0, 0
Line.3CF_1286, 5.615679E-006, -0.07108849, 5.615679E-006, -0.07108849, 0, 0
Line.3CF_1299, 1.620681E-005, -0.2132004, 1.620681E-005, -0.2132004, 0, 0
Line.3CF_1327, 5.095097E-005, -0.07131087, 5.095097E-005, -0.07131087, 0, 0
Line.3CF_1362, -5.420868E-007, -0.07107292, -5.420868E-007, -0.07107292, 0, 0
Line.3CF_1372, -1.713964E-005, -0.07108951, -1.713964E-005, -0.07108951, 0, 0
Line.3CF_1391, 0.0003969604, -0.2125717, 0.0003969604, -0.2125717, 0, 0
Line.3CF_1412, 7.847199E-006, -0.07124922, 7.847199E-006, -0.07124922, 0, 0
Line.3CF_1534, -4.513786E-005, -0.2131315, -4.513786E-005, -0.2131315, 0, 0
Line.3CF_1838, 2.71112E-006, -0.07055037, 2.71112E-006, -0.07055037, 0, 0
Line.3CF_287, 0.005195779, -0.2075199, 0.005195779, -0.2075199, 0, 0
Line.3CF_657, 4.39913E-006, -0.2135919, 4.39913E-006, -0.2135919, 0, 0
Line.3CF_762, 1.775081E-006, -0.07106576, 1.775081E-006, -0.07106576, 0, 0
Line.3CF_786, 1.627179E-005, -0.07088098, 1.627179E-005, -0.07088098, 0, 0
Line.3CF_790, 0.0003267149, -0.2126247, 0.0003267149, -0.2126247, 0, 0
Line.3CF_826, 8.949984E-006, -0.2126514, 8.949984E-006, -0.2126514, 0, 0
Line.3CF_969, 3.832496E-005, -0.2132353, 3.832496E-005, -0.2132353, 0, 0
Line.3CF_982, 2.487026E-005, -0.07135276, 2.487026E-005, -0.07135276, 0, 0
Line.3CS_1145, 0.1189, -0.09426173, 0.1189, -0.09426173, 0, 0
Line.3CS_283, 0.3802487, 0.1666154, 0.3802487, 0.1666154, 0, 0
Line.3CS_822, 0.0004321537, -0.2131855, 0.0004321537, -0.2131855, 0, 0
Line.3FR_201, 0.001144121, -0.2114773, 0.001144121, -0.2114773, 0, 0
Line.3FR_284, 0.03901516, -0.1743922, 0.03901516, -0.1743922, 0, 0
Line.9CF_1017, 4.20047E-006, -0.2144556, 4.20047E-006, -0.2144556, 0, 0
Line.9CF_1018, 5.047945E-005, -0.07138589, 5.047945E-005, -0.07138589, 0, 0
Line.9CF_1021, 2.556871E-005, -0.07160241, 2.556871E-005, -0.07160241, 0, 0
Line.9CF_1032, -1.324096E-005, -0.2178188, -1.324096E-005, -0.2178188, 0, 0
Line.9CF_1051, -5.763867E-006, -0.07189664, -5.763867E-006, -0.07189664, 0, 0
Line.9CF_1052, 1.375316E-005, -0.07093171, 1.375316E-005, -0.07093171, 0, 0
Line.9CF_1086, -7.255559E-006, -0.07094472, -7.255559E-006, -0.07094472, 0, 0
Line.9CF_1090, -8.123655E-006, -0.07123141, -8.123655E-006, -0.07123141, 0, 0
Line.9CF_1133, 0.0001706261, -0.0713592, 0.0001706261, -0.0713592, 0, 0
Line.9CF_1213, 0.0005059383, -0.2138186, 0.0005059383, -0.2138186, 0, 0
Line.9CF_1225, 4.697673E-005, -0.2156163, 4.697673E-005, -0.2156163, 0, 0
Line.9CF_1229, 1.243506E-005, -0.07186146, 1.243506E-005, -0.07186146, 0, 0
Line.9CF_1294, 9.900229E-006, -0.07101105, 9.900229E-006, -0.07101105, 0, 0
Line.9CF_1302, 8.309329E-007, -0.07154765, 8.309329E-007, -0.07154765, 0, 0
Line.9CF_1303, 1.009353E-005, -0.07142825, 1.009353E-005, -0.07142825, 0, 0
Line.9CF_1310, 0.0001587402, -0.07143501, 0.0001587402, -0.07143501, 0, 0
Line.9CF_1316, 0.003816518, -0.2105304, 0.003816518, -0.2105304, 0, 0
Line.9CF_1317, 3.830163E-005, -0.071302, 3.830163E-005, -0.071302, 0, 0
Line.9CF_1318, 3.234316E-005, -0.07131666, 3.234316E-005, -0.07131666, 0, 0
Line.9CF_1459, -1.572173E-005, -0.2190614, -1.572173E-005, -0.2190614, 0, 0
Line.9CF_1502, 1.782581E-005, -0.07298677, 1.782581E-005, -0.07298677, 0, 0
Line.9CF_1539, 2.800321E-005, -0.2171854, 2.800321E-005, -0.2171854, 0, 0
Line.9CF_1542, 3.094662E-005, -0.07266628, 3.094662E-005, -0.07266628, 0, 0
Line.9CF_1601, 3.809235E-005, -0.07144514, 3.809235E-005, -0.07144514, 0, 0
Line.9CF_1649, 1.820514E-006, -0.07145234, 1.820514E-006, -0.07145234, 0, 0
Line.9CF_1660, 0.00125485, -0.2131536, 0.00125485, -0.2131536, 0, 0
Line.9CF_1670, 5.020455E-006, -0.07167504, 5.020455E-006, -0.07167504, 0, 0
Line.9CF_1676, 7.197516E-005, -0.2184478, 7.197516E-005, -0.2184478, 0, 0
Line.9CF_1688, 2.910292E-005, -0.07138639, 2.910292E-005, -0.07138639, 0, 0
Line.9CF_1743, 3.020242E-005, -0.07284995, 3.020242E-005, -0.07284995, 0, 0
Line.9CF_1868, -7.33982E-006, -0.2143688, -7.33982E-006, -0.2143688, 0, 0
Line.9CF_1905, 1.571845E-006, -0.07154322, 1.571845E-006, -0.07154322, 0, 0
Line.9CF_241, 0.0004400037, -0.2186495, 0.0004400037, -0.2186495, 0, 0
Line.9CF_254, 4.134617E-005, -0.1407767, 4.134617E-005, -0.1407767, 0, 0
Line.9CF_255, 4.15374E-005, -0.07108018, 4.15374E-005, -0.07108018, 0, 0
Line.9CF_267, -1.138347E-005, -0.1432132, -1.138347E-005, -0.1432132, 0, 0
Line.9CF_374, 0.00025032, -0.07157059, 0.00025032, -0.07157059, 0, 0
Line.9CF_377, 0.001015597, -0.2125516, 0.001015597, -0.2125516, 0, 0
Line.9CF_378, 3.282777E-005, -0.07095169, 3.282777E-005, -0.07095169, 0, 0
Line.9CF_380, -1.891247E-006, -0.07084938, -1.891247E-006, -0.07084938, 0, 0
Line.9CF_730, 0.08375937, -0.1293809, 0.08375937, -0.1293809, 0, 0
Line.9CF_899, 1.211072E-005, -0.07161994, 1.211072E-005, -0.07161994, 0, 0
Line.9CF_915, 1.581507E-005, -0.0722587, 1.581507E-005, -0.0722587, 0, 0
Line.9CF_961, 6.958322E-005, -0.2175984, 6.958322E-005, -0.2175984, 0, 0
Line.9CF_971, 8.922642E-006, -0.07157117, 8.922642E-006, -0.07157117, 0, 0
Line.9CF_974, -6.133115E-006, -0.0728133, -6.133115E-006, -0.0728133, 0, 0
Line.9CF_984, -1.573334E-006, -0.07093745, -1.573334E-006, -0.07093745, 0, 0
Line.9CS_1319, 0.110455, -0.1031923, 0.110455, -0.1031923, 0, 0
Line.9CS_1638, 1.330612, 1.111797, 1.330612, 1.111797, 0, 0
Line.9CS_1771, 0.424878, 0.2067999, 0.424878, 0.2067999, 0, 0
Line.9CS_240, 1.341029, 1.122045, 1.341029, 1.122045, 0, 0
Line.9CS_257, 0.0004476422, -0.07098486, 0.0004476422, -0.07098486, 0, 0
Line.9DJ_74, -1.833931E-005, -0.2213205, -1.833931E-005, -0.2213205, 0, 0
Line.9FR_1031, 0.0004298661, -0.07100858, 0.0004298661, -0.07100858, 0, 0
Line.9FR_268, 0.0004584129, -0.2168435, 0.0004584129, -0.2168435, 0, 0
Line.9FR_33, 0.0173371, -0.1976215, 0.0173371, -0.1976215, 0, 0
Line.9FR_384, 0.0009165975, -0.07031603, 0.0009165975, -0.07031603, 0, 0
Line.9FR_799, 0.1362067, -0.0788073, 0.1362067, -0.0788073, 0, 0
Line.9FS_379, 0.004712824, -0.06635722, 0.004712824, -0.06635722, 0, 0
Line.9RL_1520, 3.42487, 3.203613, 3.42487, 3.203613, 0, 0
Line.9SA_1521, 0.4471093, 0.2281373, 0.4471093, 0.2281373, 0, 0
Line.SMT_100, 0.0009370774, -54.49923, 0.0009370774, -54.49923, 0, 0
Line.SMT_1009, 0.0003188305, -17.46887, 0.0003188305, -17.46887, 0, 0
Line.SMT_10123, 0.003373717, -25.07946, 0.003373717, -25.07946, 0, 0
Line.SMT_10162, 3.020799E-006, -0.9767903, 3.020799E-006, -0.9767903, 0, 0
Line.SMT_10216, 0.01428642, -107.8999, 0.01428642, -107.8999, 0, 0
Line.SMT_10274, 0.007664515, -57.29879, 0.007664515, -57.29879, 0, 0
Line.SMT_10336, 8.345392E-007, -24.33, 8.345392E-007, -24.33, 0, 0
Line.SMT_1035, 9.831258E-005, -18.76788, 9.831258E-005, -18.76788, 0, 0
Line.SMT_1036, 0.0001162326, -2.307828, 0.0001162326, -2.307828, 0, 0
Line.SMT_10368, 0.0001205246, -11.71805, 0.0001205246, -11.71805, 0, 0
Line.SMT_1037, 0.0001529234, -28.77098, 0.0001529234, -28.77098, 0, 0
Line.SMT_10491, 1.811283E-007, -18.94968, 1.811283E-007, -18.94968, 0, 0
Line.SMT_10829, 0.0001062748, -11.24176, 0.0001062748, -11.24176, 0, 0
Line.SMT_10850, 0.0006195684, -61.54933, 0.0006195684, -61.54933, 0, 0
Line.SMT_10979, 0.00179445, -1.794666, 0.00179445, -1.794666, 0, 0
Line.SMT_1104, 0.0005837777, -45.01054, 0.0005837777, -45.01054, 0, 0
Line.SMT_1105, 0.0005188715, -39.58604, 0.0005188715, -39.58604, 0, 0
Line.SMT_11059, 0.1018506, -71.29154, 0.1018506, -71.29154, 0, 0
Line.SMT_1106, 0.0004469277, -33.54572, 0.0004469277, -33.54572, 0, 0
Line.SMT_11070, 34.19381, -60.39089, 34.19381, -60.39089, 0, 0
Line.SMT_11189, -3.079453E-005, -1.863929, -3.079453E-005, -1.863929, 0, 0
Line.SMT_11252, 1.299557E-005, -38.38357, 1.299557E-005, -38.38357, 0, 0
Line.SMT_11253, 2.430713E-006, -11.83189, 2.430713E-006, -11.83189, 0, 0
Line.SMT_11327, 19.90102, -30.71634, 19.90102, -30.71634, 0, 0
Line.SMT_11400, 1.366807, -56.47462, 1.366807, -56.47462, 0, 0
Line.SMT_11401, 0.002407723, -24.67379, 0.002407723, -24.67379, 0, 0
Line.SMT_1143, 4.013443E-005, -8.739831, 4.013443E-005, -8.739831, 0, 0
Line.SMT_11437, 0.001159034, -18.46882, 0.001159034, -18.46882, 0, 0
Line.SMT_11450, 0.0005066414, -44.19589, 0.0005066414, -44.19589, 0, 0
Line.SMT_11462, 1.18699, -48.52757, 1.18699, -48.52757, 0, 0
Line.SMT_11474, 2.347783E-006, -26.3083, 2.347783E-006, -26.3083, 0, 0
Line.SMT_11475, 8.663892E-007, -13.06614, 8.663892E-007, -13.06614, 0, 0
Line.SMT_11476, 4.640897E-007, -9.1287, 4.640897E-007, -9.1287, 0, 0
Line.SMT_11479, 0.02314997, -21.25809, 0.02314997, -21.25809, 0, 0
Line.SMT_11480, 0.5707748, -60.30497, 0.5707748, -60.30497, 0, 0
Line.SMT_11484, 0.01506894, -19.66526, 0.01506894, -19.66526, 0, 0
Line.SMT_11486, 0.06818277, -29.00351, 0.06818277, -29.00351, 0, 0
Line.SMT_11487, 1.819501, -74.42232, 1.819501, -74.42232, 0, 0
Line.SMT_11493, 0.01326864, -34.09159, 0.01326864, -34.09159, 0, 0
Line.SMT_11497, 1.35252, -58.81447, 1.35252, -58.81447, 0, 0
Line.SMT_11524, 1.416287, -64.25999, 1.416287, -64.25999, 0, 0
Line.SMT_11533, 7.680255E-005, -40.23021, 7.680255E-005, -40.23021, 0, 0
Line.SMT_11534, 6.470275E-005, -35.32941, 6.470275E-005, -35.32941, 0, 0
Line.SMT_11540, 0.004295342, -32.84493, 0.004295342, -32.84493, 0, 0
Line.SMT_11541, 0.004891011, -37.69719, 0.004891011, -37.69719, 0, 0
Line.SMT_11542, 0.003965542, -30.79779, 0.003965542, -30.79779, 0, 0
Line.SMT_11544, 0.02018429, -21.38056, 0.02018429, -21.38056, 0, 0
Line.SMT_11545, 0.09011588, -50.73825, 0.09011588, -50.73825, 0, 0
Line.SMT_11546, 0.05930407, -62.56517, 0.05930407, -62.56517, 0, 0
Line.SMT_11550, 0.0478272, -47.05823, 0.0478272, -47.05823, 0, 0
Line.SMT_11551, 0.03044882, -32.89447, 0.03044882, -32.89447, 0, 0
Line.SMT_11552, 0.009856908, -46.05544, 0.009856908, -46.05544, 0, 0
Line.SMT_11566, 0.02205553, -20.04838, 0.02205553, -20.04838, 0, 0
Line.SMT_11567, 0.02561367, -43.47295, 0.02561367, -43.47295, 0, 0
Line.SMT_11570, 0.001144853, -7.977148, 0.001144853, -7.977148, 0, 0
Line.SMT_11583, 2.077998, -85.04862, 2.077998, -85.04862, 0, 0
Line.SMT_11604, 0.0005550034, -45.75552, 0.0005550034, -45.75552, 0, 0
Line.SMT_11605, 0.0006159461, -52.29668, 0.0006159461, -52.29668, 0, 0
Line.SMT_11622, 0.001662472, -25.89658, 0.001662472, -25.89658, 0, 0
Line.SMT_11650, 0.4578199, -50.07589, 0.4578199, -50.07589, 0, 0
Line.SMT_11656, 0.02681708, -28.93287, 0.02681708, -28.93287, 0, 0
Line.SMT_11717, 0.003798636, -29.69361, 0.003798636, -29.69361, 0, 0
Line.SMT_11718, 0.0001031623, -0.7818454, 0.0001031623, -0.7818454, 0, 0
Line.SMT_11719, 0.004500672, -36.2831, 0.004500672, -36.2831, 0, 0
Line.SMT_11724, 1.594455, -48.41777, 1.594455, -48.41777, 0, 0
Line.SMT_11725, 0.0815518, -80.4686, 0.0815518, -80.4686, 0, 0
Line.SMT_11726, 0.04750816, -51.55889, 0.04750816, -51.55889, 0, 0
Line.SMT_11727, 0.01323913, -62.03226, 0.01323913, -62.03226, 0, 0
Line.SMT_11728, 0.03478638, -31.85029, 0.03478638, -31.85029, 0, 0
Line.SMT_11742, 1.277923, -65.73742, 1.277923, -65.73742, 0, 0
Line.SMT_11748, 1.701081, -69.72707, 1.701081, -69.72707, 0, 0
Line.SMT_11749, 0.3208281, -48.45585, 0.3208281, -48.45585, 0, 0
Line.SMT_11750, 0.006659025, -11.2526, 0.006659025, -11.2526, 0, 0
Line.SMT_11754, 1.535242, -57.50492, 1.535242, -57.50492, 0, 0
Line.SMT_11756, 0.07992192, -29.61623, 0.07992192, -29.61623, 0, 0
Line.SMT_11757, 0.2365304, -37.56439, 0.2365304, -37.56439, 0, 0
Line.SMT_11759, 2.096458, -91.21983, 2.096458, -91.21983, 0, 0
Line.SMT_11760, 0.01580246, -73.74017, 0.01580246, -73.74017, 0, 0
Line.SMT_11763, 1.088595E-006, -12.04143, 1.088595E-006, -12.04143, 0, 0
Line.SMT_11786, 0.01935144, -32.58376, 0.01935144, -32.58376, 0, 0
Line.SMT_11787, 9.649827E-005, -12.68508, 9.649827E-005, -12.68508, 0, 0
Line.SMT_11788, 0.02873819, -31.18609, 0.02873819, -31.18609, 0, 0
Line.SMT_11791, 3.507737, -132.0839, 3.507737, -132.0839, 0, 0
Line.SMT_11792, 0.3447893, -128.3832, 0.3447893, -128.3832, 0, 0
Line.SMT_11801, 0.004685219, -23.82415, 0.004685219, -23.82415, 0, 0
Line.SMT_1181, 0.03645763, -46.99858, 0.03645763, -46.99858, 0, 0
Line.SMT_11820, 0.0003738247, -2.995268, 0.0003738247, -2.995268, 0, 0
Line.SMT_11861, 2.322186, -88.45291, 2.322186, -88.45291, 0, 0
Line.SMT_11862, 0.1975426, -33.19857, 0.1975426, -33.19857, 0, 0
Line.SMT_11863, 0.01200106, -19.95174, 0.01200106, -19.95174, 0, 0
Line.SMT_11864, 0.05710561, -56.05753, 0.05710561, -56.05753, 0, 0
Line.SMT_11874, 1.41124, -154.1516, 1.41124, -154.1516, 0, 0
Line.SMT_11875, 0.01910983, -17.40768, 0.01910983, -17.40768, 0, 0
